

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9
   2.068   0.233   0.546   0.051 144.1783939.812   0.033 396.104  12.491   2.555   2.882
   2.070   0.214   0.504   0.623 410.6964336.541   0.125 930.348  12.256   1.912   3.798
   2.072   0.202   0.915   0.387 349.7831726.995   0.053 733.706   4.986   1.698   4.519
   2.078   0.331   0.715   0.630 456.573 935.257   0.043 411.788  15.805   0.852   2.795
   2.090   0.354   0.644   0.333 499.7671446.445   0.185 768.896  16.425   1.690   2.889
   2.122   0.113   0.693   0.653 107.3764913.586   0.104 517.083   4.440   2.066   3.523
   2.133   0.260   0.544   0.930 109.226 577.107   0.026 894.363  18.713   2.509   3.121
   2.136   0.392   0.967   0.517 362.5494086.674   0.226 737.664  18.264   0.167   1.086
   2.153   0.300   0.773   0.251  78.0931864.892   0.138 375.306  16.882   1.455   3.245
   2.203   0.268   0.532   0.699 257.2462493.290   0.101 284.801  10.958   0.634   2.544
   2.206   0.395   0.592   0.228 211.3941297.160   0.141 200.826   3.453   0.059   1.288
   2.215   0.238   0.595   0.555 298.7141402.562   0.029 904.840   4.162   0.820   3.062
   2.215   0.393   0.996   0.387  55.331 241.272   0.075 521.480  18.538   0.074   2.052
   2.221   0.316   0.640   0.259 269.9654949.026   0.211 907.929   3.318   0.406   4.829
   2.229   0.000   0.750   0.725 143.7503762.500   0.063 750.003   5.750   2.250   3.753
   2.248   0.265   0.525   0.482 224.329 238.733   0.138 751.273   6.151   0.314   3.541
   2.251   0.180   0.840   0.860 194.0814902.135   0.192 789.563   6.985   1.025   3.707
   2.257   0.284   0.946   0.228 121.5094211.029   0.177 126.123  12.289   2.296   4.918
   2.258   0.373   0.956   0.268 184.5082935.881   0.232  95.862  18.902   2.653   4.886
   2.261   0.285   0.890   0.637 406.4521764.282   0.037 697.856  16.280   0.854   2.776
   2.274   0.229   0.807   0.796 467.7683176.685   0.027  88.118   4.237   2.656   4.257
   2.276   0.343   0.903   0.819 467.1914216.686   0.206 228.532  17.808   1.458   4.070
   2.279   0.241   0.573   0.332 193.0303458.113   0.056 380.887   2.976   0.393   2.627
   2.284   0.317   0.556   0.264  32.3442698.691   0.056 563.260   3.168   0.076   0.662
   2.322   0.313   0.621   0.119 382.1583137.307   0.136 588.957  16.151   2.422   2.106
   2.332   0.286   0.755   0.606 291.9681710.591   0.080 120.413  10.682   0.902   2.238
   2.378   0.292   0.677   0.310 106.197 415.207   0.188 757.062  11.841   1.590   2.313
   2.389   0.276   0.654   0.193 239.8812390.179   0.084 655.902   7.776   0.093   2.185
   2.389   0.222   0.551   0.842 252.2062784.181   0.126 322.358   3.839   2.022   1.814
   2.400   0.232   0.791   0.593 372.0163317.182   0.202 336.316   9.532   2.313   3.080
   2.408   0.293   0.839   0.352 272.2774937.603   0.193 743.120  12.596   1.004   2.148
   2.423   0.278   0.554   0.352 292.6133262.008   0.070 425.709  13.457   0.462   3.111
   2.530   0.400   0.608   0.508 479.3501279.877   0.130  26.552   3.145   0.191   4.710
   2.538   0.290   1.219   0.175 201.9182570.917   0.077 526.774   9.424   0.173   3.794
   2.541   0.391   0.812   0.398 458.9402219.000   0.202 200.790   7.938   0.855   1.623
   2.547   0.286   0.586   0.944 424.0383636.650   0.098 272.812   1.292   0.910   2.489
   2.573   0.324   0.705   0.504 440.294 551.949   0.038  91.212   7.727   2.926   2.415
   2.588   0.394   0.503   0.238  93.790 162.513   0.220 801.663   7.868   0.644   0.791
   2.613   0.177   0.586   0.643 196.4243768.125   0.064 389.550  12.705   2.768   2.129
   2.625   0.375   0.511   0.481 413.1243144.711   0.159 259.346  17.881   0.409   3.968
   2.634   0.227   0.939   0.658 283.0613891.171   0.006 461.179   6.108   0.461   2.140
   2.661   0.276   0.615   0.205 295.1224546.590   0.144 273.473   5.805   2.148   1.476
   2.738   0.328   0.762   0.493 461.413 260.605   0.050 933.620  13.012   1.354   1.823
   2.755   0.407   1.249   0.122 253.1942199.555   0.249 611.902  16.373   1.394   4.840
   2.785   0.325   1.028   0.276  67.3862028.005   0.217 325.659   8.843   1.101   4.008
   2.796   0.207   1.011   0.833 211.9712369.917   0.100 795.818   8.750   0.672   2.838
   2.840   0.281   0.526   0.509 352.7892507.925   0.124 352.153   8.946   2.512   1.397
   2.898   0.121   0.963   0.646 210.6284119.569   0.056 749.506   4.276   2.928   4.974
   2.922   0.347   0.573   0.721 334.6841710.243   0.231 240.201  12.374   2.769   1.654
   2.927   0.340   1.106   0.387 264.458 380.713   0.088 211.763  14.467   1.516   3.500
   2.928   0.423   0.681   0.112 139.918 494.274   0.016 247.438  13.110   0.269   0.510
   2.932   0.169   0.900   0.712 342.0611534.248   0.037 857.658   2.707   2.163   3.308
   2.999   0.396   0.857   0.894  51.321 698.067   0.244 299.027   6.603   0.180   1.063
   3.022   0.299   1.034   0.369  92.0471104.063   0.196 897.543  12.870   1.421   3.591
   3.061   0.288   0.920   0.515 433.0501767.170   0.100 167.400   3.708   2.101   2.302
   3.062   0.114   0.880   0.620 122.3212683.914   0.084 734.680   5.934   1.751   2.566
   3.077   0.400   1.347   0.383 310.0364175.801   0.199 421.552  18.372   0.609   4.270
   3.089   0.330   1.028   0.762 438.2262439.938   0.244 213.034  12.982   2.394   4.134
   3.100   0.414   1.139   0.419 173.4461582.812   0.228  26.187  10.243   0.418   2.440
   3.104   0.287   1.150   0.255 103.4172899.779   0.188 314.050   5.683   1.475   4.735
   3.121   0.357   0.899   0.583 458.6554294.737   0.031 188.217   3.006   0.364   0.421
   3.127   0.322   0.528   0.647 168.972 255.468   0.146 994.247  18.999   2.123   1.202
   3.142   0.297   1.283   0.076 100.8403930.462   0.028 828.735  13.334   0.923   4.885
   3.146   0.195   0.875   0.728  49.9202802.861   0.222 480.436   5.894   1.679   3.119
   3.158   0.314   0.767   0.662  33.6471310.972   0.051  61.414  14.418   0.792   2.116
   3.208   0.471   1.449   0.082 354.6404327.772   0.237 495.375  16.084   0.606   4.855
   3.209   0.434   0.650   0.321 264.9442206.592   0.214 263.339  13.295   0.531   0.132
   3.213   0.365   0.968   0.678 497.829 501.555   0.095 967.810  12.248   0.749   1.619
   3.280   0.286   0.769   0.329 300.8753093.171   0.011 615.102  18.080   2.988   1.725
   3.348   0.243   1.095   0.302  43.4223799.356   0.037 143.981   4.064   1.307   3.572
   3.348   0.271   1.067   0.583 108.2602349.018   0.179   4.533   4.547   2.623   4.790
   3.357   0.429   0.728   0.110 289.8053575.817   0.233  25.072  17.959   1.641   0.948
   3.373   0.337   0.534   0.385 174.8393188.842   0.148 420.644  13.676   0.893   0.176
   3.417   0.222   1.055   0.892 236.0873982.609   0.089 238.714   2.732   0.877   3.928
   3.421   0.464   1.126   0.920 430.6891098.418   0.163  16.787   5.624   0.115   0.815
   3.453   0.281   0.944   0.895 282.3714577.191   0.098 130.912   1.301   1.219   1.994
   3.461   0.326   0.951   0.174 259.8851538.883   0.010 276.175   6.580   1.506   1.542
   3.501   0.285   0.951   0.277 206.5611025.493   0.195 572.634   1.475   2.969   3.712
   3.537   0.351   1.229   0.629 276.537 468.927   0.033 431.647  16.054   0.777   2.976
   3.546   0.301   1.263   0.738 492.8461598.324   0.003 623.541   9.569   1.273   4.338
   3.563   0.395   1.100   0.152 338.3521753.612   0.076  34.921  14.740   1.664   2.150
   3.573   0.231   0.992   0.940 367.9214663.538   0.051 881.687  15.834   2.746   3.412
   3.582   0.298   0.655   0.362 125.2073962.932   0.106 174.214  19.114   2.691   1.246
   3.593   0.229   1.177   0.336 136.4263127.388   0.027 900.249   9.919   1.162   2.869
   3.609   0.287   0.737   0.752  26.389 150.052   0.015 856.364   6.653   0.521   0.561
   3.664   0.243   1.226   0.283 208.9673376.170   0.053 528.351  19.004   2.315   3.875
   3.669   0.328   0.857   0.745  48.6431075.784   0.203 891.819  12.585   0.613   1.431
   3.675   0.375   1.118   0.110 306.0224963.406   0.177 461.433  13.546   1.506   2.064
   3.725   0.258   1.041   0.559 400.9771694.653   0.076 753.908  10.712   1.493   2.149
   3.725   0.228   0.780   0.947  41.3493949.835   0.177 777.717   4.365   0.983   1.046
   3.733   0.477   1.229   0.237 182.976 419.732   0.191 942.823  17.616   0.240   1.171
   3.733   0.246   1.244   0.709 349.7681640.502   0.007 812.763  10.302   1.409   3.913
   3.734   0.407   0.858   0.278 378.140 907.416   0.096 283.480  19.044   2.992   1.539
   3.775   0.409   1.384   0.397 461.1333532.272   0.157 167.156  19.410   1.792   4.450
   3.793   0.319   1.406   0.145 185.8903476.583   0.199 675.535  10.632   0.672   3.647
   3.809   0.326   0.959   0.272  41.8992181.501   0.245 946.483   1.250   0.808   3.966
   3.868   0.248   0.514   0.839 418.0893982.343   0.040 719.497  14.593   2.215   0.522
   3.949   0.327   1.440   0.091 219.082 950.054   0.073 503.941   8.821   1.343   4.092
   3.989   0.433   1.273   0.055 430.1232982.292   0.197 529.591  16.586   1.522   2.259
   4.076   0.396   1.194   0.711 415.476 399.418   0.138 208.926   2.404   0.795   2.028
   4.142   0.363   1.197   0.192  65.4214875.317   0.118 989.888   2.470   0.302   0.961
   4.150   0.362   0.622   0.091 218.4903687.428   0.091 239.927  18.589   2.931   0.131
   4.170   0.407   0.556   0.104 104.7933431.052   0.199  14.566  13.811   2.829   0.098
   4.234   0.516   1.414   0.365 394.7032503.293   0.242 386.797  17.885   0.307   1.609
   4.240   0.224   0.996   0.713  25.0851309.055   0.071 183.765   4.170   2.868   3.122
   4.242   0.273   0.934   0.236  56.7582522.017   0.021 603.438  16.109   2.599   2.150
   4.244   0.408   1.402   0.124 412.4791293.895   0.020 607.018   2.703   1.233   1.405
   4.287   0.356   1.413   0.651 213.0701120.175   0.218 999.934   8.320   0.264   3.183
   4.307   0.291   0.916   0.794 189.2122120.759   0.232 794.451   4.484   0.776   0.425
   4.310   0.300   1.298   0.534 119.9914406.014   0.211 355.553   3.867   0.836   4.753
   4.405   0.301   1.169   0.361  85.8164216.555   0.208 459.967  18.366   2.358   3.235
   4.415   0.324   1.472   0.282 314.0552493.197   0.106 487.324  12.979   2.451   4.785
   4.421   0.467   1.353   0.529 169.209 288.143   0.184 209.188  16.014   0.265   1.751
   4.421   0.404   1.384   0.387 440.3111381.260   0.146 239.814  16.760   2.490   3.843
   4.463   0.281   1.441   0.465 302.3454172.078   0.046 678.258  19.345   2.089   4.868
   4.474   0.218   1.234   0.743 334.4233008.306   0.103 465.236  12.180   2.594   3.762
   4.506   0.271   1.497   0.225 176.8193211.808   0.014 306.378   4.685   2.308   4.940
   4.546   0.248   0.941   0.100 180.9042291.786   0.046 587.507   4.882   2.762   1.140
   4.554   0.315   1.217   0.577 446.1964188.194   0.087 251.375   7.145   1.050   1.709
   4.567   0.318   0.969   0.564 294.0914005.107   0.129 186.454   3.948   0.844   0.208
   4.686   0.385   1.257   0.353 124.131 244.871   0.129 236.919   1.542   0.244   4.365
   4.686   0.404   0.922   0.593 141.1282600.975   0.223  50.184  18.511   0.709   0.984
   4.742   0.284   1.310   0.823 322.0151357.107   0.104 695.006  18.246   2.438   4.188
   4.769   0.400   0.909   0.091 458.4571881.429   0.111 849.126  13.337   1.333   0.273
   4.772   0.257   0.594   0.425  62.1262644.554   0.014 536.193   9.918   2.693   0.530
   4.796   0.295   1.131   0.888 105.956 845.414   0.217 299.037   6.489   1.903   2.765
   4.906   0.349   1.257   0.756 251.4501194.826   0.244 842.456   2.598   0.308   4.860
   4.923   0.244   1.292   0.582  84.7584644.019   0.041 866.596   1.662   0.316   4.368
   4.966   0.325   1.483   0.236 373.8034395.767   0.031 542.401  14.550   2.913   3.668
   4.979   0.273   1.177   0.334 104.179 822.584   0.139 884.657   3.532   2.206   2.032
   5.043   0.303   1.148   0.941 250.3722411.548   0.005 832.994   5.067   0.544   0.406
   5.129   0.230   1.435   0.140  74.6323603.102   0.037 780.219   7.142   2.921   4.397
   5.176   0.361   1.398   0.273 311.5483702.273   0.060 675.695   1.530   0.112   0.189
   5.221   0.274   1.286   0.862  75.0643497.103   0.166 615.777  18.751   2.998   4.242
   5.239   0.274   1.266   0.181 158.9352454.007   0.067 476.850  10.646   1.747   2.082
   5.253   0.266   0.913   0.383  93.9421983.430   0.091 648.128   5.919   0.994   0.025
   5.266   0.278   0.951   0.902 321.1962106.500   0.204 692.158   5.191   2.994   1.301
   5.322   0.217   0.781   0.569  69.9813000.146   0.099 800.841  16.928   2.536   0.945
   5.392   0.335   1.249   0.176  57.3631636.266   0.123 628.176   5.188   0.948   1.381
   5.402   0.307   1.159   0.403 230.8351258.463   0.145 695.507  13.409   1.927   1.676
   5.496   0.322   1.395   0.117 163.1303921.893   0.242 273.575   5.672   2.485   2.643
   5.563   0.449   1.453   0.826 187.9122010.896   0.233 110.565   6.811   0.046   0.442
   5.582   0.267   1.354   0.156  96.4053929.827   0.044 589.750  16.129   2.077   2.774
   5.598   0.331   1.075   0.892 462.2504234.437   0.006 330.962   9.916   1.300   1.187
   5.706   0.290   1.227   0.365 150.8403801.684   0.150  54.270   9.987   2.584   2.118
   5.788   0.445   1.451   0.160 380.2534741.107   0.164 320.540  12.950   1.153   1.730
   5.820   0.333   1.476   0.254  62.2602399.300   0.247 701.425  10.520   2.814   4.156
   5.855   0.454   1.347   0.299 407.4464752.740   0.121 438.526  12.686   0.395   0.091
   5.870   0.318   0.991   0.154 196.1842490.721   0.043 627.220  17.212   2.972   0.893
   5.886   0.245   1.275   0.445 289.9594356.833   0.137 765.061   8.688   2.633   2.040
   6.018   0.231   1.283   0.476 194.4173111.583   0.108 845.687  11.673   2.662   2.223
   6.062   0.298   1.381   0.384 262.5472216.324   0.114 734.432   2.203   1.709   1.157
   6.106   0.366   1.266   0.695 463.470 391.615   0.141 694.906  15.086   2.897   2.187
   6.136   0.397   1.310   0.150 483.8021339.317   0.157 842.331   9.172   2.198   1.244
   6.223   0.253   0.843   0.843 125.7674474.167   0.019  56.894   5.206   1.401   0.344
   6.573   0.414   1.284   0.265 337.4671499.672   0.216 871.828  16.614   2.334   1.328
   6.664   0.447   1.326   0.267 428.9203074.938   0.238 193.480  13.776   2.179   1.292
   7.430   0.249   1.441   0.744  68.5162587.007   0.196 782.500   3.508   1.999   1.921
   7.756   0.429   1.495   0.235 147.5554284.000   0.107 131.623  14.013   0.398   0.727
   8.201   0.250   1.248   0.943  86.3014163.647   0.079 982.980  15.132   2.355   1.367
   8.251   0.272   1.456   0.831  50.5494529.393   0.047 365.556  11.670   1.766   2.005
   8.301   0.239   1.046   0.622 231.4453591.557   0.225 794.203   8.568   2.252   0.374
   8.510   0.336   1.416   0.898  65.5492635.968   0.249 715.311   1.242   2.042   0.328
   8.761   0.297   1.172   0.873 274.3602956.767   0.049 293.328  11.739   1.680   0.630
   8.819   0.296   1.118   0.569 204.9994354.678   0.095 442.102  15.898   1.621   0.279
   9.171   0.467   1.333   0.309  61.8152713.465   0.243 293.166  15.616   0.839   0.704
   9.954   0.290   1.457   0.852 132.5112468.403   0.125 432.805   2.316   2.493   0.503
  10.386   0.372   1.404   0.750 280.793 311.942   0.140 561.919   8.556   1.257   0.248
  10.626   0.259   1.312   0.810 319.9164694.409   0.085 823.245   8.840   1.904   0.364
    1   414      10   1.566   9.171   0.430   0.985   0.106 332.561 817.369   0.116  15.556  13.528   0.800   4.337

 POPULATION AT LOOP   1
 ----------------------
   1.566   0.430   0.985   0.106 332.561 817.369   0.116  15.556  13.528   0.800   4.337
   1.648   0.285   0.839   0.102 320.035 583.185   0.029 929.248   8.489   1.774   4.478
   1.675   0.333   0.992   0.172 385.5671142.987   0.167 752.655   9.742   0.975   4.017
   1.694   0.277   0.907   0.154 288.8432172.291   0.180 864.971   8.059   1.423   4.212
   1.712   0.361   0.881   0.309 424.4651208.794   0.105  20.263   9.451   0.937   3.871
   1.726   0.288   0.760   0.562 289.9961352.637   0.176 953.307  14.197   1.093   4.341
   1.729   0.238   0.837   0.236 192.3103419.275   0.120 723.899  19.193   1.597   4.565
   1.729   0.404   0.797   0.779 387.4661756.146   0.169   8.159  17.154   0.469   4.983
   1.731   0.329   0.760   0.294 145.537 996.583   0.199  75.954  10.571   1.669   4.944
   1.734   0.354   0.893   0.495 348.620 646.803   0.140 608.927  18.975   1.024   4.597
   1.736   0.199   0.695   0.162 175.8804353.177   0.155 877.419   8.593   2.494   4.723
   1.740   0.297   0.797   0.710 130.134 388.046   0.162 352.016  13.463   0.455   4.256
   1.740   0.257   0.720   0.391  86.8212922.302   0.236 436.356   7.227   0.731   3.903
   1.742   0.313   0.727   0.195 355.6241706.458   0.119 388.838  14.886   2.522   4.668
   1.750   0.325   0.926   0.285 257.2491470.578   0.104 350.757  15.863   1.048   4.073
   1.751   0.269   0.740   0.463 266.6971696.911   0.162 755.875  13.042   0.649   4.377
   1.755   0.382   0.853   0.595 369.637 943.121   0.170 185.948  16.320   1.081   4.799
   1.762   0.238   0.683   0.332 219.4733283.303   0.100 487.830  17.676   1.745   4.609
   1.762   0.333   0.971   0.067 452.3974655.155   0.212 985.884   4.900   1.529   4.247
   1.783   0.279   0.880   0.646 141.7411564.987   0.103 490.018  18.994   0.222   3.495
   1.783   0.300   0.956   0.118 370.9341844.464   0.174 502.806   5.334   2.026   4.585
   1.795   0.419   1.062   0.332 463.2053526.064   0.215 726.767  15.933   0.074   1.726
   1.797   0.252   0.759   0.092 320.1423989.539   0.213 900.609   5.705   1.546   2.997
   1.798   0.261   0.701   0.523 289.1374069.914   0.236 647.196  16.180   1.297   3.979
   1.798   0.288   0.778   0.228 380.8533204.281   0.110 479.508  14.575   0.944   3.939
   1.800   0.262   0.717   0.204  84.8394068.455   0.148 371.590   4.879   0.464   2.773
   1.803   0.295   0.769   0.366 440.137 923.545   0.136 981.046  10.701   2.545   4.559
   1.810   0.397   1.020   0.213 233.8011522.507   0.029 162.970  14.856   0.236   4.817
   1.812   0.199   0.641   0.522 261.4912030.329   0.070 396.716  11.222   2.315   4.585
   1.813   0.240   0.904   0.436 246.9152457.744   0.060 449.379   9.988   0.398   4.007
   1.817   0.206   0.648   0.352 175.3792023.148   0.109 684.246  16.632   2.128   4.063
   1.824   0.284   0.733   0.262 335.0012323.955   0.154 425.110  13.545   1.641   3.598
   1.824   0.268   0.616   0.428 210.0861331.905   0.103 348.730  15.374   1.991   4.550
   1.825   0.317   0.985   0.532 392.989 190.144   0.034 807.439  13.212   0.616   3.991
   1.827   0.293   0.862   0.306 387.599 835.447   0.135 776.028  13.292   2.365   4.754
   1.830   0.330   1.032   0.164 395.9584384.698   0.185 497.743   6.811   0.589   4.034
   1.835   0.252   0.599   0.617 252.4611420.089   0.196 535.478   9.325   1.463   4.233
   1.839   0.198   0.698   0.367 287.0692431.487   0.066 798.590   9.786   0.938   4.015
   1.843   0.228   0.846   0.642 240.9541470.084   0.099 678.784  10.187   0.549   4.656
   1.843   0.348   0.702   0.519 480.5551288.035   0.240 381.892  12.538   2.465   4.450
   1.844   0.182   0.700   0.289 291.0193222.844   0.091 668.907   7.132   1.021   3.785
   1.845   0.191   0.614   0.721 218.6802299.132   0.079 332.342  14.358   1.954   4.240
   1.845   0.268   0.892   0.358 217.6313290.127   0.120 288.433  15.583   1.086   3.845
   1.846   0.280   0.909   0.289 306.0661883.943   0.107 729.023  18.223   1.924   4.707
   1.852   0.239   0.555   0.727 147.904 757.490   0.197 915.433  13.643   2.207   4.789
   1.862   0.297   0.663   0.193 297.888 452.052   0.059 543.989  14.394   1.655   4.398
   1.869   0.188   0.691   0.280 241.3413420.714   0.096 560.542   5.796   0.891   3.326
   1.877   0.219   0.692   0.549 323.1931952.768   0.074 990.149   7.125   0.994   4.749
   1.882   0.231   0.740   0.324 262.1251508.514   0.135 798.970  10.798   1.576   3.305
   1.882   0.271   0.654   0.512 123.7761752.318   0.144 164.645  11.063   1.137   3.294
   1.886   0.137   0.779   0.585 240.4523477.933   0.149 774.275   7.442   1.278   3.782
   1.892   0.265   0.818   0.433 253.209 841.032   0.125 834.580  11.029   0.958   3.085
   1.893   0.118   0.613   0.552 208.0262482.021   0.076 853.200   4.651   2.389   4.138
   1.896   0.204   0.919   0.098 178.0762850.220   0.118 590.985   7.039   2.099   4.854
   1.900   0.286   0.752   0.801 175.596 880.673   0.153 697.834  15.705   0.378   2.365
   1.900   0.398   1.011   0.481 239.0721083.192   0.228 900.190  15.219   0.081   2.396
   1.903   0.332   0.872   0.158 156.596 421.606   0.074 838.137  16.798   0.141   3.175
   1.908   0.297   0.681   0.270 355.6272865.097   0.201 617.412  13.470   1.223   3.934
   1.913   0.216   0.651   0.586 297.7423089.797   0.131 734.839  10.512   0.669   4.597
   1.915   0.403   1.006   0.124 230.7774946.689   0.198 126.050  15.082   0.680   3.264
   1.918   0.268   0.641   0.404 173.6463997.396   0.169 479.896  11.971   0.404   2.786
   1.918   0.387   0.835   0.711 494.6611108.516   0.164 114.502  17.651   1.475   4.668
   1.920   0.224   0.725   0.291 195.8271394.365   0.138 700.626   9.357   1.520   3.078
   1.920   0.327   0.691   0.805 432.7124520.875   0.223 818.856  15.552   0.432   2.760
   1.921   0.317   0.662   0.272 484.3061640.569   0.079 290.034  11.336   1.763   4.455
   1.922   0.250   0.827   0.495 172.0973437.763   0.182 259.236  11.063   0.901   3.278
   1.926   0.289   0.522   0.617 292.9321365.376   0.244 196.586   4.075   2.099   3.965
   1.929   0.345   0.783   0.080 450.5944732.816   0.236 640.189  13.524   2.728   3.049
   1.930   0.345   0.794   0.884 384.038 726.683   0.097 573.460  15.448   0.195   2.440
   1.932   0.297   0.879   0.150 469.1793829.456   0.006 317.804  13.613   2.135   3.266
   1.932   0.338   0.511   0.408  53.409 476.209   0.092 346.290  15.976   1.363   4.953
   1.934   0.319   0.657   0.533 371.6982342.842   0.148 323.010  15.869   0.898   3.971
   1.940   0.285   1.019   0.444 244.5712248.867   0.121 638.880  15.408   0.529   3.565
   1.943   0.316   0.673   0.661 385.331 972.898   0.106 233.677  12.290   0.761   3.275
   1.947   0.316   0.601   0.187 259.4102852.028   0.241 486.354   2.828   0.879   3.371
   1.948   0.296   0.641   0.512  55.7433919.017   0.199 475.336  18.330   0.803   3.060
   1.954   0.234   0.571   0.710 286.0874474.497   0.088 400.966  17.781   1.156   3.860
   1.955   0.325   0.572   0.684 294.7543947.501   0.218 293.893  19.645   1.145   4.609
   1.957   0.249   0.957   0.200 387.6391713.318   0.085 954.267   4.894   2.300   4.614
   1.961   0.253   0.523   0.914  95.9362363.402   0.014 247.726  17.947   2.581   3.794
   1.961   0.250   0.960   0.625 185.3652176.292   0.038 557.440  17.441   0.644   4.156
   1.964   0.285   0.741   0.531 195.8121342.114   0.110 926.282  19.396   0.815   2.868
   1.969   0.269   0.818   0.233 246.9284926.397   0.170 998.419  10.428   1.416   2.973
   1.972   0.103   0.655   0.560 169.7364225.198   0.027 659.475   8.148   2.011   3.442
   1.980   0.190   0.861   0.244 172.1441124.285   0.107 824.122   7.402   1.871   3.815
   1.982   0.189   0.638   0.635 271.4024332.257   0.091 857.887  19.565   2.660   3.627
   1.983   0.325   0.606   0.214 294.1961446.649   0.199 466.680  10.782   1.611   4.343
   1.984   0.297   0.639   0.139  44.3904029.564   0.233 756.146  19.687   1.763   3.417
   1.991   0.253   0.680   0.536 343.5512034.358   0.094 731.497  13.990   0.773   2.967
   1.999   0.282   0.629   0.910 377.1332634.212   0.158 804.804  12.737   0.753   2.784
   2.008   0.350   0.630   0.703 411.879 351.147   0.132 710.744  18.907   0.745   4.974
   2.008   0.247   0.794   0.174 279.5673053.213   0.155 925.070  14.033   2.366   3.142
   2.013   0.315   0.820   0.393 384.5251791.086   0.155 452.925   9.309   0.976   2.665
   2.014   0.256   0.601   0.158 329.9632414.863   0.062 187.719   3.368   1.895   3.482
   2.020   0.352   0.865   0.483 467.1993513.424   0.133 100.992  11.528   0.168   3.103
   2.022   0.172   0.709   0.480 331.3774023.640   0.153 631.708   6.838   1.926   3.035
   2.024   0.345   0.668   0.341 325.9142343.238   0.025 156.391  15.878   0.735   4.442
   2.029   0.278   0.752   0.769 395.6021036.093   0.023 326.499  16.925   2.440   4.439
   2.029   0.166   0.725   0.408 366.5973562.416   0.084 430.347   3.187   2.275   4.075
   2.031   0.176   0.804   0.627 312.6232972.936   0.140 809.126   8.707   1.349   3.359
   2.033   0.353   0.836   0.680 483.963 644.266   0.188 229.809  13.455   2.009   4.677
   2.036   0.256   0.803   0.146 241.4624272.865   0.054 533.123   8.943   0.370   4.993
   2.039   0.331   0.806   0.896 472.031 183.613   0.033 313.718  13.386   1.381   4.078
   2.052   0.299   0.505   0.200 203.2541485.086   0.219 584.019   2.961   1.683   4.495
   2.055   0.242   0.700   0.505 181.7862796.789   0.229 525.388  15.199   1.901   3.248
   2.056   0.295   0.863   0.181 360.8261131.854   0.053 838.412  16.517   1.912   3.029
   2.063   0.296   0.694   0.412 384.5721527.002   0.072 955.612  12.609   0.585   3.033
   2.066   0.209   0.924   0.259 137.9163647.262   0.016 815.985  16.157   1.876   4.881
   2.068   0.233   0.546   0.051 144.1783939.812   0.033 396.104  12.491   2.555   2.882
