

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9
   2.505   0.283   0.759   0.097 391.9582350.938   0.222 821.011  16.184   2.871   2.031
   2.511   0.309   0.703   0.726 400.1374277.601   0.204 124.279   6.348   1.511   2.134
   2.515   0.337   0.651   0.634 484.3883551.036   0.079 222.219   2.266   0.555   1.978
   2.518   0.285   0.996   0.641 116.574  82.127   0.142 246.171  19.322   1.007   4.325
   2.534   0.282   0.704   0.300 286.4494290.147   0.032 213.577  19.886   0.121   1.483
   2.550   0.365   1.061   0.070  61.3162846.924   0.018  82.376   8.212   0.892   4.298
   2.575   0.389   0.658   0.599 393.2561842.071   0.013 852.552   7.890   2.353   2.178
   2.599   0.333   1.174   0.115 325.1674708.981   0.222 739.508   5.127   0.398   4.527
   2.600   0.272   0.719   0.717 494.9604311.517   0.189  60.596  14.998   1.332   2.112
   2.611   0.315   0.641   0.129 415.0981910.303   0.040 567.413   3.305   1.550   0.967
   2.612   0.320   0.682   0.148 420.592 483.319   0.043 931.836   9.277   1.620   1.532
   2.646   0.352   0.759   0.545 157.691 519.899   0.136 130.547   1.672   0.850   4.641
   2.655   0.482   0.616   0.884 141.8084880.625   0.043 460.921  10.704   2.416   2.320
   2.675   0.360   0.895   0.555 206.4524503.903   0.022 438.227  12.099   1.405   2.828
   2.676   0.210   1.126   0.387 379.9062331.101   0.126 408.507   8.633   1.379   3.582
   2.729   0.296   1.418   0.376 497.6344334.371   0.063 224.876  18.276   0.337   4.733
   2.741   0.415   0.596   0.338  70.1032747.683   0.032  95.537   4.634   2.532   1.919
   2.763   0.256   1.116   0.862 302.2221069.932   0.072 211.383  13.364   0.856   4.599
   2.800   0.345   0.512   0.651 193.1441497.395   0.012 593.274  11.026   0.340   0.739
   2.821   0.311   0.561   0.414 312.9444468.020   0.095  15.073   9.588   0.163   0.923
   2.856   0.448   0.844   0.837 138.1924099.965   0.181 972.062   7.440   1.936   3.064
   2.860   0.390   0.843   0.562 317.8573625.169   0.081 320.688   1.872   1.827   4.320
   2.865   0.202   0.631   0.342 429.5892247.441   0.189  37.778   9.659   0.222   0.542
   2.895   0.324   0.729   0.199 413.204 988.508   0.085 651.006   1.904   2.481   0.811
   2.899   0.393   0.557   0.367  33.6744196.349   0.033 510.460   7.119   1.065   1.276
   2.906   0.343   0.663   0.794 270.386 700.391   0.200 679.236   6.396   2.299   1.809
   2.912   0.218   0.574   0.449 466.7472694.110   0.204 455.106  15.460   1.750   1.195
   2.941   0.277   0.794   0.740 276.803 531.240   0.242 488.718  15.095   2.080   2.473
   2.943   0.291   0.681   0.644 412.6242676.017   0.184 103.177   8.534   2.677   1.942
   2.947   0.357   1.253   0.360 480.8072268.108   0.011 995.304   4.558   0.541   4.335
   2.979   0.406   1.088   0.129  33.3404322.838   0.029  42.417   1.922   0.172   2.462
   3.064   0.474   0.888   0.459  40.846  95.542   0.032 478.574   1.951   2.907   3.608
   3.064   0.411   1.233   0.120 302.5104534.871   0.075 877.371  18.937   2.942   4.653
   3.064   0.460   0.942   0.852 457.0094558.573   0.138 373.369   2.737   2.668   4.988
   3.074   0.365   0.550   0.740 230.4603308.076   0.211 425.975   7.240   2.648   1.367
   3.078   0.349   0.698   0.353  89.4092895.077   0.014 510.408  15.454   2.179   1.871
   3.122   0.242   1.055   0.311 405.1414006.600   0.098 607.032  18.759   1.408   2.366
   3.131   0.222   1.157   0.302 489.1812005.982   0.061 112.447  19.700   1.626   2.907
   3.134   0.275   0.814   0.681 206.2264908.245   0.132 432.101  15.828   0.617   1.298
   3.138   0.310   0.856   0.938 398.557 744.149   0.218 615.000   2.327   1.557   1.646
   3.155   0.353   1.007   0.099 216.9351117.882   0.088 624.094   1.619   2.409   2.831
   3.192   0.285   0.952   0.178 109.262 276.069   0.164 245.444   1.416   0.985   3.647
   3.206   0.277   1.176   0.634 457.5182893.171   0.126 670.871  14.971   1.568   4.125
   3.215   0.351   0.506   0.145 313.8284709.724   0.104 615.299  19.579   1.567   0.095
   3.217   0.231   1.119   0.449 229.158 859.066   0.182 300.927  14.738   2.551   4.461
   3.274   0.423   1.119   0.890  42.8652805.903   0.072 679.430   7.334   0.249   3.732
   3.298   0.242   0.690   0.122 249.7751034.637   0.108 620.575  12.105   0.640   0.111
   3.304   0.185   1.341   0.218 389.9542949.793   0.155 302.945   4.841   0.962   3.006
   3.318   0.365   0.689   0.470 334.0344608.587   0.245  80.750   1.762   2.293   0.677
   3.423   0.380   0.943   0.496 194.7603676.029   0.071 699.253   3.532   1.742   1.877
   3.424   0.333   1.139   0.406 374.8744003.559   0.122 500.634   7.280   2.947   3.839
   3.427   0.385   0.912   0.236 150.3582978.714   0.042 571.624   7.482   2.931   2.315
   3.455   0.306   0.926   0.308 463.0192195.207   0.073 866.175   1.196   1.042   1.886
   3.490   0.471   0.926   0.870  84.9393117.998   0.047 822.993   1.149   1.206   2.380
   3.610   0.247   0.908   0.484 173.3631726.206   0.035 416.392  14.862   0.283   0.428
   3.628   0.311   1.299   0.495 231.7892915.808   0.166 823.193  11.670   1.545   4.991
   3.658   0.322   0.996   0.527  34.5622237.370   0.243 135.509  13.600   2.311   3.757
   3.679   0.350   0.693   0.052 170.1852476.725   0.221 586.586   4.451   2.240   0.633
   3.680   0.335   1.170   0.653 186.2693948.797   0.242 824.254  16.986   1.364   3.632
   3.690   0.120   1.255   0.322 475.110 152.095   0.157 304.315  14.466   1.131   2.477
   3.697   0.255   1.190   0.390 489.6371703.160   0.061 762.228   4.171   0.491   0.728
   3.774   0.186   1.031   0.388 339.443 590.889   0.187 517.333  11.053   2.025   2.161
   3.822   0.248   0.997   0.395 413.5222123.191   0.210  63.257   5.437   2.659   2.127
   3.833   0.312   0.701   0.473  30.4842344.163   0.062 360.249  18.005   1.575   1.533
   3.908   0.294   1.042   0.735 158.0403903.265   0.117  25.368  19.434   0.524   1.871
   3.962   0.256   1.425   0.313 135.859 855.135   0.223 901.701  11.138   0.039   2.404
   3.975   0.454   0.878   0.902  35.822 180.324   0.042 636.612   5.110   1.949   2.072
   4.001   0.308   0.863   0.348  93.9401751.545   0.109  31.313   6.378   2.260   1.765
   4.030   0.220   1.369   0.768 317.9911933.935   0.226 225.880   9.135   0.654   3.838
   4.062   0.298   0.613   0.769 329.6644781.712   0.193 558.912  15.519   1.286   0.491
   4.069   0.501   1.095   0.908 132.9963709.949   0.049 536.910   1.287   2.843   3.046
   4.080   0.275   1.360   0.462 103.7132591.376   0.172 579.931   9.111   0.754   4.209
   4.170   0.175   0.891   0.349 218.6211420.968   0.215 256.820  19.472   1.955   1.371
   4.173   0.221   0.959   0.302 399.4412907.618   0.222 650.472  11.989   2.392   1.477
   4.173   0.245   1.370   0.661 452.299 192.299   0.205 663.569   5.347   0.294   1.906
   4.193   0.382   1.436   0.934 479.2993677.244   0.041 659.265  18.555   0.773   4.509
   4.231   0.200   1.451   0.592 492.9521457.589   0.211 289.583   6.755   0.750   3.218
   4.232   0.388   1.375   0.310 104.6642445.805   0.009 564.147   2.968   1.477   4.202
   4.250   0.318   1.155   0.948  66.2211391.121   0.157 573.300   3.376   0.179   1.642
   4.362   0.339   1.265   0.244 100.993  81.015   0.230 456.418   3.541   2.569   4.101
   4.372   0.302   0.643   0.136 112.0583245.106   0.119 225.859  11.390   1.684   0.345
   4.375   0.226   1.371   0.075 425.796 320.896   0.097 409.958   2.873   0.617   0.364
   4.390   0.442   0.867   0.779 461.4453698.312   0.233 947.954   2.418   2.757   0.498
   4.417   0.329   0.582   0.683 142.4602627.800   0.142 195.127  10.632   2.067   0.518
   4.555   0.225   1.046   0.312  94.3631798.617   0.225 813.584  16.441   1.302   1.824
   4.558   0.230   1.435   0.184 421.3792684.317   0.085 744.178  16.092   1.302   2.652
   4.602   0.320   1.124   0.448  90.8604761.220   0.245 905.450  19.374   0.797   1.912
   4.662   0.258   1.480   0.717 441.364 587.321   0.197 258.841   5.314   0.978   4.695
   4.697   0.325   0.741   0.822 338.223 497.098   0.122 945.958  14.354   2.173   0.878
   4.711   0.443   1.405   0.946  72.7644255.747   0.068 838.111  17.470   0.702   4.425
   4.803   0.345   0.779   0.913 224.005 988.057   0.239 915.653  19.505   1.924   1.017
   4.819   0.301   1.421   0.267 298.715 843.867   0.224 618.929   2.743   1.950   4.725
   4.832   0.360   1.228   0.558 266.2034735.466   0.040 812.057   2.482   0.881   0.766
   4.876   0.267   1.183   0.089 228.6603506.456   0.210 269.299   3.506   2.468   1.551
   4.897   0.186   1.182   0.743 266.9652815.460   0.198  71.729  16.646   1.021   2.011
   4.906   0.000   1.250   0.275 381.2501287.500   0.188 250.008  15.250   0.751   1.258
   4.942   0.377   1.447   0.869 119.9853941.183   0.199 747.918  10.249   0.542   4.145
   4.968   0.393   0.764   0.783  94.6534038.446   0.080 623.240  15.141   2.155   1.023
   4.973   0.373   0.629   0.550 106.3013410.474   0.202 523.624   8.087   2.221   0.138
   5.009   0.463   0.590   0.883 152.006 421.711   0.075 987.861  18.601   2.672   0.413
   5.026   0.220   1.005   0.532 426.2524562.575   0.224 435.279  11.808   0.999   0.767
   5.027   0.342   1.408   0.546 491.5742879.774   0.196 811.359   5.249   2.267   3.443
   5.072   0.449   1.287   0.880 178.1103624.006   0.200 953.223   7.768   2.935   4.068
   5.166   0.323   1.274   0.311 239.3044363.341   0.180 651.742   1.371   2.018   2.949
   5.175   0.290   1.218   0.316  95.0544689.761   0.146 986.249  16.455   0.296   0.652
   5.196   0.305   1.309   0.090 151.476 218.582   0.043 437.256  15.386   2.922   2.686
   5.222   0.367   1.450   0.856 164.4081445.492   0.157 878.022   5.320   0.915   4.445
   5.228   0.444   1.344   0.484  30.0544016.410   0.171 971.157  17.240   2.961   4.997
   5.295   0.247   1.382   0.879 250.543 541.415   0.132  63.389  16.794   1.133   3.134
   5.393   0.367   1.102   0.497  93.6524077.356   0.066 646.133  12.373   2.388   2.032
   5.469   0.278   1.455   0.323 409.776  72.445   0.124 896.939  14.548   2.723   2.975
   5.552   0.365   1.038   0.622 360.3254995.530   0.089  45.363   5.931   2.990   1.518
   5.632   0.315   1.164   0.659 493.514 464.277   0.020 336.020   4.288   2.391   1.441
   5.903   0.244   1.395   0.594 463.2242985.198   0.184 567.708   7.362   1.581   2.021
   6.034   0.316   1.460   0.371 372.1592669.111   0.038 587.495  10.063   2.913   2.723
   6.299   0.311   1.378   0.498 140.9164954.660   0.057 562.966  13.504   1.117   1.862
   6.336   0.420   1.448   0.933  51.0133788.556   0.182 105.139  10.213   2.651   4.180
   6.520   0.292   1.378   0.101  32.1462579.360   0.010 347.064  16.782   1.283   2.463
   6.535   0.426   1.386   0.363  64.7074119.390   0.012 610.677   8.949   2.767   2.682
   6.569   0.277   1.402   0.148 257.796 976.652   0.003 903.714  19.490   0.409   0.565
   6.571   0.259   1.438   0.913 397.3633222.459   0.194 881.320  17.270   0.335   0.711
   6.594   0.286   0.931   0.154 214.3871350.884   0.093 421.647   8.475   2.749   0.350
   6.596   0.323   1.440   0.143 494.6063539.660   0.058  93.194   5.613   2.640   1.547
   6.838   0.272   1.097   0.267 435.062 107.885   0.095 664.608   5.889   2.036   0.132
   6.926   0.282   1.147   0.948 125.387 215.815   0.214 669.729  13.539   1.663   1.321
   7.082   0.229   1.317   0.891 408.045 494.742   0.070 399.796   9.630   0.640   0.575
   7.173   0.332   0.828   0.878 269.4253492.218   0.138 202.482  16.466   2.821   0.195
   7.404   0.183   1.011   0.396 363.5431107.599   0.166 194.530   9.481   2.300   0.051
   7.499   0.315   1.466   0.948  33.8981862.228   0.038 555.665  15.670   0.626   1.541
   7.524   0.259   1.399   0.853 355.1443819.788   0.111  10.015  10.540   0.445   0.884
   7.640   0.319   1.406   0.650 166.2533467.338   0.064 632.736  12.071   1.618   1.605
   8.489   0.163   1.217   0.372 232.2243653.135   0.221 266.745  14.125   1.121   0.249
   8.512   0.183   1.339   0.272 420.3561014.694   0.082  53.342  16.916   2.587   0.788
   8.933   0.341   1.385   0.564  96.9601731.449   0.016 595.502  11.549   2.779   1.375
   9.047   0.309   1.281   0.708 144.2542178.110   0.237 401.720   6.898   2.978   0.997
   9.657   0.372   1.220   0.453  76.3924024.567   0.041 751.267  12.146   2.421   0.684
   9.736   0.293   1.488   0.893 248.9403279.808   0.052 199.767  19.950   1.158   1.015
  10.425   0.240   1.453   0.158 293.9654588.369   0.078 182.324  13.683   1.389   0.388
  10.765   0.287   1.493   0.530  27.127 369.480   0.175 255.973   2.622   1.549   0.557
    1   418      10   1.590  10.765   0.201   0.966   0.154 404.1722532.398   0.193 355.161  11.235   1.019   4.547

 POPULATION AT LOOP   1
 ----------------------
   1.590   0.201   0.966   0.154 404.1722532.398   0.193 355.161  11.235   1.019   4.547
   1.661   0.290   0.919   0.356 181.6311777.480   0.219 910.763  19.508   0.469   4.049
   1.662   0.355   0.970   0.103 277.5463716.166   0.039 505.824   9.702   1.118   4.975
   1.689   0.324   0.760   0.254 222.2171798.028   0.161 987.792  11.600   1.344   4.901
   1.698   0.295   0.900   0.193 301.9623331.904   0.116 302.716  10.986   1.743   4.926
   1.758   0.206   0.808   0.161 343.5882536.042   0.160 209.610  12.587   0.730   4.513
   1.768   0.305   0.701   0.291 110.941 810.316   0.024 214.547  11.879   0.628   4.271
   1.773   0.298   1.007   0.562 447.4654391.555   0.111 528.753  17.987   0.539   4.008
   1.774   0.300   0.857   0.711 365.8174123.179   0.166 888.918  14.549   0.207   2.614
   1.776   0.335   0.736   0.177 101.9021839.425   0.006 378.200  12.475   0.640   4.512
   1.780   0.297   0.818   0.406  80.2671484.106   0.168 895.763  14.737   0.551   4.258
   1.793   0.306   0.721   0.231 241.4912649.240   0.221 808.720   7.781   1.183   3.136
   1.796   0.325   0.826   0.094 499.6013028.031   0.110  10.265  13.243   2.528   3.501
   1.796   0.388   0.759   0.132 143.435 608.709   0.039  11.538   4.485   1.701   3.671
   1.798   0.289   1.071   0.347 412.8414805.857   0.101 763.700  13.563   0.462   3.840
   1.802   0.243   0.658   0.249 142.4511296.358   0.153 337.994   8.059   0.811   3.409
   1.804   0.254   0.974   0.330 385.5062397.454   0.064 557.809  11.042   0.394   4.114
   1.805   0.288   0.995   0.452 452.8494314.101   0.213 949.045  18.074   0.420   2.871
   1.807   0.318   0.918   0.076 198.0661127.996   0.084   8.957   2.973   1.097   3.609
   1.812   0.369   0.582   0.777 125.6692248.307   0.209 115.527   5.422   1.017   3.925
   1.814   0.268   1.011   0.347 339.6021040.813   0.058 834.290  13.963   1.020   4.698
   1.815   0.292   0.761   0.305 331.1533301.584   0.156 748.141   7.177   1.212   3.180
   1.817   0.215   1.145   0.113 430.0182980.657   0.204 754.675  16.243   0.774   4.128
   1.818   0.290   0.698   0.370 134.2862766.679   0.090 509.768  15.139   0.420   3.079
   1.827   0.279   0.758   0.088 340.0721455.030   0.211 951.749  19.297   1.505   3.410
   1.834   0.254   0.677   0.273 222.7981080.723   0.183 639.593   8.690   0.801   4.072
   1.835   0.384   0.549   0.925  43.0071055.578   0.228 779.750  16.984   0.056   2.558
   1.838   0.285   0.839   0.517 490.7613505.552   0.107 604.409  14.016   0.575   3.290
   1.852   0.191   1.006   0.444 431.9492130.729   0.221 719.085  18.415   0.137   1.440
   1.854   0.311   0.630   0.859 132.6671361.014   0.201 610.621  12.475   0.895   3.199
   1.858   0.342   0.960   0.250 151.5022938.727   0.020 172.631   6.799   0.956   4.640
   1.859   0.314   0.773   0.559 485.301 214.812   0.074 479.367  10.925   1.313   3.749
   1.861   0.262   1.049   0.463 471.9221555.439   0.248 990.180  13.351   0.236   3.526
   1.863   0.273   0.675   0.316 253.6112071.721   0.134 743.839  16.735   0.958   3.999
   1.869   0.399   0.640   0.442 215.1584128.721   0.240 728.226  10.346   2.058   3.693
   1.869   0.341   0.934   0.176  78.8914463.128   0.059 175.840  14.691   0.494   4.550
   1.870   0.347   0.714   0.700 370.2333503.579   0.213 464.911   5.956   1.529   4.162
   1.874   0.370   0.662   0.535 147.5733648.055   0.185 667.283   4.632   0.859   3.579
   1.874   0.274   0.863   0.441 226.4401159.857   0.219 688.951  10.862   0.190   4.080
   1.876   0.392   0.501   0.840  94.2802127.971   0.201 288.736   6.112   1.524   4.000
   1.876   0.291   0.723   0.708 236.125 308.665   0.195 651.142   8.202   0.689   2.709
   1.877   0.465   0.719   0.599 252.7963678.939   0.040 681.526  10.917   2.477   4.795
   1.889   0.396   0.597   0.927 409.2752600.312   0.197 712.725  11.760   2.159   4.794
   1.894   0.314   0.876   0.513  87.3902640.146   0.209 901.328  16.595   0.236   2.832
   1.898   0.349   0.608   0.866 232.7921131.303   0.186 358.976   5.401   1.845   3.771
   1.900   0.382   0.601   0.878 433.666 646.123   0.198 667.523   6.887   1.498   4.885
   1.904   0.384   0.534   0.459 115.2962617.794   0.147 741.118   5.105   1.062   3.352
   1.905   0.306   0.741   0.163 189.0342592.101   0.101 805.477  17.601   0.311   2.637
   1.909   0.446   0.501   0.880 209.078 594.850   0.215 578.608   6.970   2.626   4.224
   1.910   0.253   0.663   0.257 229.985 670.689   0.047 234.122  14.270   0.858   4.072
   1.910   0.290   0.818   0.567 373.9793472.222   0.119 293.847  12.362   1.717   4.245
   1.911   0.447   0.549   0.814 318.9674454.682   0.123 719.727   9.973   1.838   4.171
   1.917   0.399   0.588   0.514 151.8664335.482   0.220 443.114   5.734   0.824   4.839
   1.919   0.422   0.791   0.177  66.9923690.620   0.068 607.110   7.312   1.490   4.139
   1.924   0.371   0.693   0.706 428.2992642.326   0.013 652.452   9.728   0.860   3.766
   1.925   0.367   0.707   0.537 264.2942569.081   0.080 680.437  11.774   2.041   3.711
   1.929   0.314   0.763   0.707 276.3324162.151   0.181 289.696   5.421   0.810   3.491
   1.933   0.321   0.720   0.509 170.868 806.034   0.189 751.993  12.962   1.989   3.842
   1.942   0.370   0.619   0.609 492.713 294.233   0.018 408.035  11.621   1.354   4.575
   1.945   0.301   0.782   0.496 225.5522758.962   0.148 546.789   9.981   1.368   3.390
   1.945   0.376   0.579   0.626 236.2543013.363   0.203 992.162  12.473   0.850   4.689
   1.950   0.404   0.550   0.369 226.6574896.992   0.222 645.229   3.060   1.825   2.474
   1.951   0.413   0.521   0.876 157.4963143.669   0.215 786.201  18.533   1.306   3.598
   1.957   0.344   0.773   0.159  43.1093909.516   0.209 360.267   7.889   0.041   3.409
   1.958   0.259   0.927   0.378 231.7442721.376   0.104 689.926  12.490   0.658   2.939
   1.960   0.226   0.826   0.364 493.5951391.485   0.028 218.191  11.458   0.647   2.993
   1.962   0.367   0.661   0.579 104.8361792.593   0.143 895.570  11.562   1.515   3.375
   1.963   0.249   1.016   0.682 446.2691721.041   0.161 681.205  13.085   0.375   3.987
   1.964   0.379   0.556   0.669 308.4134025.926   0.128 658.548  13.204   1.308   4.423
   1.965   0.450   0.513   0.925  93.621 755.384   0.082 572.324   7.271   1.637   3.316
   1.965   0.302   0.608   0.263 335.3302057.165   0.058  15.325  13.625   2.370   3.387
   1.967   0.340   0.666   0.542 125.402 819.980   0.078 813.699  14.168   0.224   2.799
   1.969   0.294   0.617   0.102  78.6681868.499   0.139 330.550  10.319   1.355   2.907
   1.971   0.430   0.519   0.856 189.472 440.380   0.046 662.296  18.718   1.031   4.558
   1.980   0.428   0.710   0.228 126.0344199.147   0.067 783.768   3.490   0.865   3.542
   1.980   0.326   0.551   0.593 414.431 859.098   0.097 143.144  17.481   2.737   3.624
   1.980   0.432   0.667   0.759 147.6313010.197   0.138 671.367   4.743   1.444   3.832
   1.982   0.453   0.526   0.386 273.8672650.941   0.102 997.314   8.059   2.399   4.782
   1.983   0.396   0.540   0.816 289.2904809.444   0.101 124.206  17.126   1.149   4.466
   1.984   0.317   0.839   0.639 210.8873053.309   0.113 393.010   8.197   0.921   3.486
   1.985   0.267   1.040   0.118 309.996 753.107   0.069  50.576  13.673   1.831   4.450
   1.986   0.376   0.600   0.629 244.8973506.997   0.153 613.409   9.372   1.944   3.207
   1.989   0.355   0.572   0.622 176.9132916.511   0.174 726.665   8.945   1.321   2.836
   1.997   0.340   0.656   0.069 323.0163920.823   0.210 130.738   9.217   2.936   2.908
   2.001   0.357   0.902   0.221 128.1371711.221   0.083 470.740   7.058   1.841   4.996
   2.009   0.334   0.645   0.700 398.0614678.957   0.147 265.701   4.674   0.744   3.595
   2.021   0.232   0.810   0.294 331.4122447.176   0.168 522.279  10.519   0.185   3.755
   2.021   0.293   0.874   0.927 111.9891001.853   0.143 595.646  15.644   0.069   1.939
   2.025   0.230   0.988   0.582 316.4102266.969   0.121 325.762  12.589   0.918   4.234
   2.025   0.359   0.505   0.657  67.1291871.220   0.151 236.133  12.616   2.434   3.367
   2.026   0.311   0.783   0.750 228.0151947.043   0.060 518.168  10.914   0.773   2.941
   2.028   0.317   0.879   0.147  69.574 295.542   0.163 964.560  18.624   0.691   3.603
   2.029   0.214   0.701   0.339 338.1831831.138   0.136 319.686  13.936   1.984   2.985
   2.030   0.267   0.583   0.371 471.443 850.867   0.122 234.600  12.470   1.735   4.260
   2.033   0.405   0.678   0.826  79.9343450.649   0.123 766.583  18.266   0.946   3.186
   2.038   0.338   0.745   0.389 395.7834787.353   0.113 431.130   5.942   0.496   4.318
   2.052   0.319   0.740   0.721 182.2691833.349   0.174 307.762   9.938   1.980   3.916
   2.056   0.249   0.982   0.209 263.0213345.979   0.227 283.027  10.704   0.093   4.175
   2.057   0.358   0.601   0.175 139.5601140.482   0.093 199.899   4.368   2.617   2.736
   2.057   0.370   0.862   0.482 476.006  71.435   0.058 575.633   5.113   1.748   4.009
   2.063   0.381   0.528   0.249 115.2854784.704   0.153 629.758  18.374   1.875   3.013
   2.073   0.307   0.699   0.451 237.3582170.357   0.122 692.626  12.186   1.739   2.964
   2.074   0.236   0.781   0.137 307.668 651.011   0.163  33.641  19.089   1.963   2.747
   2.074   0.263   0.673   0.516 300.7341067.001   0.046 176.455  17.522   0.396   3.382
   2.076   0.330   1.115   0.076 203.5734170.044   0.227 999.905  16.234   0.578   4.441
   2.086   0.275   0.691   0.135 462.2832484.705   0.095  39.783  17.037   1.888   2.721
   2.087   0.339   0.538   0.160 189.0141714.595   0.092  64.538   8.998   1.517   4.088
   2.089   0.379   0.669   0.730  87.1272150.039   0.127 927.561  14.711   1.330   3.184
   2.093   0.300   0.614   0.479 181.9251791.932   0.122 579.719  14.268   1.796   2.844
